title|description|rating|release_date|length_minutes|poster|amazon_link|where_to_watch|genres|keywords|imdb_id|cast_and_crew
Fear Street: 1978|Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.|R|2021-07-09|109|https://m.media-amazon.com/images/M/MV5BOTQxMWNiZmYtOGUzMi00OGU5LTkzMjctYWY4ZmJkZjZiYWI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg|||['Drama', 'Horror', 'Mystery']|['sequel', 'snake', 'kissing in an outhouse', 'teensploitation', 'second part']|tt9701940|[{'first_name': 'Leigh', 'last_name': 'Janiak', 'role': 'director'}, {'first_name': 'Meghan', 'last_name': 'Packer', 'role': 'cast'}, {'first_name': 'Gillian', 'last_name': 'Jacobs', 'role': 'cast'}, {'first_name': 'Matthew', 'last_name': 'Zuk', 'role': 'cast'}, {'first_name': 'Kiana', 'last_name': 'Madeira', 'role': 'cast'}, {'first_name': 'Benjamin Flores', 'last_name': 'Jr.', 'role': 'cast'}, {'first_name': 'Olivia Scott', 'last_name': 'Welch', 'role': 'cast'}, {'first_name': 'Sadie', 'last_name': 'Sink', 'role': 'cast'}, {'first_name': 'Brandon', 'last_name': 'Spink', 'role': 'cast'}, {'first_name': 'Chiara', 'last_name': 'Aurelia', 'role': 'cast'}, {'first_name': 'Marcelle', 'last_name': 'LeBlanc', 'role': 'cast'}, {'first_name': 'Eden', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Ted', 'last_name': 'Sutherland', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Provost', 'role': 'cast'}, {'first_name': 'Drew', 'last_name': 'Scheid', 'role': 'cast'}, {'first_name': 'Jacqi', 'last_name': 'Vene', 'role': 'cast'}]
Fear Street: 1666|The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.|R|2021-07-16|114|https://m.media-amazon.com/images/M/MV5BN2YxZGFmNDMtNzlhYy00OTJlLTgzMDctZGNjNTMyNjAxYjM4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg|||['Horror', 'Mystery']|['sequel', 'forest', 'lesbianism', 'third part', 'murder']|tt9701942|[{'first_name': 'Leigh', 'last_name': 'Janiak', 'role': 'director'}, {'first_name': 'Kiana', 'last_name': 'Madeira', 'role': 'cast'}, {'first_name': 'Elizabeth', 'last_name': 'Scopel', 'role': 'cast'}, {'first_name': 'Benjamin Flores', 'last_name': 'Jr.', 'role': 'cast'}, {'first_name': 'Randy', 'last_name': 'Havens', 'role': 'cast'}, {'first_name': 'Julia', 'last_name': 'Rehwald', 'role': 'cast'}, {'first_name': 'Matthew', 'last_name': 'Zuk', 'role': 'cast'}, {'first_name': 'Fred', 'last_name': 'Hechinger', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Chandler', 'role': 'cast'}, {'first_name': 'Sadie', 'last_name': 'Sink', 'role': 'cast'}, {'first_name': 'Emily', 'last_name': 'Rudd', 'role': 'cast'}, {'first_name': 'Olivia Scott', 'last_name': 'Welch', 'role': 'cast'}, {'first_name': 'Lacy', 'last_name': 'Camp', 'role': 'cast'}, {'first_name': 'McCabe', 'last_name': 'Slye', 'role': 'cast'}, {'first_name': 'Ashley', 'last_name': 'Zukerman', 'role': 'cast'}, {'first_name': 'Jordana', 'last_name': 'Spiro', 'role': 'cast'}]
Final Destination|Alex Browning is among a group of high school students on a trip to Europe. He suddenly has a premonition their airplane will crash, he screams to warn the others but is thrown off of the plane, and the plane crashes after they ge...|R|2000-03-17|98|https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg|||['Horror', 'Thriller']|['teenage girl', 'vacation gone wrong', 'death', 'premonition', 'blonde']|tt0195714|[{'first_name': 'James', 'last_name': 'Wong', 'role': 'director'}, {'first_name': 'Devon', 'last_name': 'Sawa', 'role': 'cast'}, {'first_name': 'Ali', 'last_name': 'Larter', 'role': 'cast'}, {'first_name': 'Kerr', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Kristen', 'last_name': 'Cloke', 'role': 'cast'}, {'first_name': 'Daniel', 'last_name': 'Roebuck', 'role': 'cast'}, {'first_name': 'Roger Guenveur', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Chad', 'last_name': 'Donella', 'role': 'cast'}, {'first_name': 'Seann William', 'last_name': 'Scott', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Amanda', 'last_name': 'Detmer', 'role': 'cast'}, {'first_name': 'Brendan', 'last_name': 'Fehr', 'role': 'cast'}, {'first_name': 'Forbes', 'last_name': 'Angus', 'role': 'cast'}, {'first_name': 'Lisa Marie', 'last_name': 'Caruk', 'role': 'cast'}, {'first_name': 'Christine', 'last_name': 'Chatelain', 'role': 'cast'}, {'first_name': 'Barbara', 'last_name': 'Tyson', 'role': 'cast'}]
Final Destination 2|Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death is stalking this group of sur...|R|2003-01-31|90|https://m.media-amazon.com/images/M/MV5BMjExMTMyODAzN15BMl5BanBnXkFtZTYwNjc5NDQ3._V1_.jpg|||['Horror', 'Thriller']|['repeat sequel', 'scantily clad female', 'cheating death', 'single mother', 'woman in jeopardy']|tt0309593|"[{'first_name': 'David R.', 'last_name': 'Ellis', 'role': 'director'}, {'first_name': 'Ali', 'last_name': 'Larter', 'role': 'cast'}, {'first_name': 'A.J.', 'last_name': 'Cook', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Landes', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Paetkau', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Kirk', 'role': 'cast'}, {'first_name': 'Lynda', 'last_name': 'Boyd', 'role': 'cast'}, {'first_name': 'Keegan Connor', 'last_name': 'Tracy', 'role': 'cast'}, {'first_name': 'Jonathan', 'last_name': 'Cherry', 'role': 'cast'}, {'first_name': ""Terrence"", 'last_name': 'Carson', 'role': 'cast'}, {'first_name': 'Justina', 'last_name': 'Machado', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Sarah', 'last_name': 'Carter', 'role': 'cast'}, {'first_name': 'Alejandro', 'last_name': 'Rae', 'role': 'cast'}, {'first_name': 'Shaun', 'last_name': 'Sipos', 'role': 'cast'}, {'first_name': 'Andrew', 'last_name': 'Airlie', 'role': 'cast'}]"
Final Destination 3|Six years after students cheated death, another teen has a premonition that she and her friends will be involved in an accident. When the vision comes true, the student and survivors deal with the repercussions of cheating the Gri...|R|2006-02-10|93|https://m.media-amazon.com/images/M/MV5BZDEyYTRjNTgtYmI4Yy00MTFmLWEzYTUtOGNjZGZmNzEyMjZmXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_.jpg|||['Horror', 'Thriller']|['tanning bed', 'characters murdered one by one', 'supernatural horror', 'reference to spongebob squarepants', 'premonition']|tt0414982|[{'first_name': 'James', 'last_name': 'Wong', 'role': 'director'}, {'first_name': 'Mary Elizabeth', 'last_name': 'Winstead', 'role': 'cast'}, {'first_name': 'Ryan', 'last_name': 'Merriman', 'role': 'cast'}, {'first_name': 'Kris', 'last_name': 'Lemche', 'role': 'cast'}, {'first_name': 'Alexz', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'Sam', 'last_name': 'Easton', 'role': 'cast'}, {'first_name': 'Jesse', 'last_name': 'Moss', 'role': 'cast'}, {'first_name': 'Gina', 'last_name': 'Holden', 'role': 'cast'}, {'first_name': 'Texas', 'last_name': 'Battle', 'role': 'cast'}, {'first_name': 'Chelan', 'last_name': 'Simmons', 'role': 'cast'}, {'first_name': 'Yan-Kay Crystal', 'last_name': 'Lowe', 'role': 'cast'}, {'first_name': 'Amanda', 'last_name': 'Crew', 'role': 'cast'}, {'first_name': 'Maggie', 'last_name': 'Ma', 'role': 'cast'}, {'first_name': 'Ecstasia', 'last_name': 'Sanders', 'role': 'cast'}, {'first_name': 'Jody', 'last_name': 'Racicot', 'role': 'cast'}, {'first_name': 'Patrick', 'last_name': 'Gallagher', 'role': 'cast'}]
The Final Destination|A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.|R|2009-08-28|82|https://m.media-amazon.com/images/M/MV5BNzY1NmU2MDgtMDQxNC00MTQ4LTgxMWQtYWNkOWMyZWFlODZiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg|||['Horror', 'Thriller']|['premonition', 'car crash', 'collapsing scaffold', 'tooth knocked out', 'overflowing bathtub']|tt1144884|[{'first_name': 'David R.', 'last_name': 'Ellis', 'role': 'director'}, {'first_name': 'Bobby', 'last_name': 'Campo', 'role': 'cast'}, {'first_name': 'Shantel', 'last_name': 'VanSanten', 'role': 'cast'}, {'first_name': 'Nick', 'last_name': 'Zano', 'role': 'cast'}, {'first_name': 'Haley', 'last_name': 'Webb', 'role': 'cast'}, {'first_name': 'Mykelti', 'last_name': 'Williamson', 'role': 'cast'}, {'first_name': 'Krista', 'last_name': 'Allen', 'role': 'cast'}, {'first_name': 'Andrew', 'last_name': 'Fiscella', 'role': 'cast'}, {'first_name': 'Justin', 'last_name': 'Welborn', 'role': 'cast'}, {'first_name': 'Stephanie', 'last_name': 'Honoré', 'role': 'cast'}, {'first_name': 'Lara', 'last_name': 'Grice', 'role': 'cast'}, {'first_name': 'Jackson', 'last_name': 'Walker', 'role': 'cast'}, {'first_name': 'Phil', 'last_name': 'Austin', 'role': 'cast'}, {'first_name': 'William', 'last_name': 'Aguillard', 'role': 'cast'}, {'first_name': 'Brendan', 'last_name': 'Aguillard', 'role': 'cast'}, {'first_name': 'Juan', 'last_name': 'Kincaid', 'role': 'cast'}]
Final Destination 5|Death returns to claim the lucky survivors of a deadly bridge collapse in this fifth frightening installment in the series.|R|2011-08-12|92|https://m.media-amazon.com/images/M/MV5BMzg2OWEwZTMtZTVmMS00NzNiLTlkYTgtZTE1ODVjYWJlZmVkXkEyXkFqcGdeQXVyNzE4Mzg0NzI@._V1_.jpg|||['Horror', 'Thriller']|['suspension bridge', 'gymnast', 'death of protagonist', 'eyeball run over by car', 'fall out window']|tt1622979|"[{'first_name': 'Steven', 'last_name': 'Quale', 'role': 'director'}, {'first_name': 'Nicholas', 'last_name': ""D'Agosto"", 'role': 'cast'}, {'first_name': 'Emma', 'last_name': 'Bell', 'role': 'cast'}, {'first_name': 'Miles', 'last_name': 'Fisher', 'role': 'cast'}, {'first_name': 'Ellen', 'last_name': 'Wroe', 'role': 'cast'}, {'first_name': 'Jacqueline MacInnes', 'last_name': 'Wood', 'role': 'cast'}, {'first_name': 'P.J.', 'last_name': 'Byrne', 'role': 'cast'}, {'first_name': 'Arlen', 'last_name': 'Escarpeta', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Koechner', 'role': 'cast'}, {'first_name': 'Courtney B.', 'last_name': 'Vance', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Brent', 'last_name': 'Stait', 'role': 'cast'}, {'first_name': 'Roman', 'last_name': 'Podhora', 'role': 'cast'}, {'first_name': 'Jasmin', 'last_name': 'Dring', 'role': 'cast'}, {'first_name': 'Barclay', 'last_name': 'Hope', 'role': 'cast'}, {'first_name': 'Chasty', 'last_name': 'Ballesteros', 'role': 'cast'}]"
Frankenstein|When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.|R|1994-11-04|123|https://m.media-amazon.com/images/M/MV5BOWNjMGQ2NTYtNWZlMS00Nzk4LWE5ZDQtNWFhZDk0ZWM3ODc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Drama', 'Horror', 'Romance']|['remake', 'elizabeth frankenstein character', 'doctor victor frankenstein character', 'head transplant', 'experiment']|tt0109836|[{'first_name': 'Kenneth', 'last_name': 'Branagh', 'role': 'director'}, {'first_name': 'Robert De', 'last_name': 'Niro', 'role': 'cast'}, {'first_name': 'Kenneth', 'last_name': 'Branagh', 'role': 'cast'}, {'first_name': 'Tom', 'last_name': 'Hulce', 'role': 'cast'}, {'first_name': 'Helena Bonham', 'last_name': 'Carter', 'role': 'cast'}, {'first_name': 'Aidan', 'last_name': 'Quinn', 'role': 'cast'}, {'first_name': 'Ian', 'last_name': 'Holm', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Briers', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Cleese', 'role': 'cast'}, {'first_name': 'Robert', 'last_name': 'Hardy', 'role': 'cast'}, {'first_name': 'Cherie', 'last_name': 'Lunghi', 'role': 'cast'}, {'first_name': 'Celia', 'last_name': 'Imrie', 'role': 'cast'}, {'first_name': 'Trevyn', 'last_name': 'McDowell', 'role': 'cast'}, {'first_name': 'Gerard', 'last_name': 'Horan', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Hadfield', 'role': 'cast'}, {'first_name': 'Joanna', 'last_name': 'Roth', 'role': 'cast'}]
Freaky|After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.|R|2020-11-13|102|https://m.media-amazon.com/images/M/MV5BMTRkYmJlY2ItNmFlZi00OWVhLTg1ZTctOGE0MjM5ZGMwMmY4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg|||['Comedy', 'Horror', 'Thriller']|['body swap', 'serial killer', 'slasher killer', 'violence', 'gore']|tt10919380|"[{'first_name': 'Christopher', 'last_name': 'Landon', 'role': 'director'}, {'first_name': 'Vince', 'last_name': 'Vaughn', 'role': 'cast'}, {'first_name': 'Kathryn', 'last_name': 'Newton', 'role': 'cast'}, {'first_name': 'Celeste', 'last_name': ""O'Connor"", 'role': 'cast'}, {'first_name': 'Misha', 'last_name': 'Osherovich', 'role': 'cast'}, {'first_name': 'Emily', 'last_name': 'Holder', 'role': 'cast'}, {'first_name': 'Nicholas', 'last_name': 'Stargel', 'role': 'cast'}, {'first_name': 'Kelly Lamor', 'last_name': 'Wilson', 'role': 'cast'}, {'first_name': 'Mitchell', 'last_name': 'Hoog', 'role': 'cast'}, {'first_name': 'Dana', 'last_name': 'Drori', 'role': 'cast'}, {'first_name': 'Katie', 'last_name': 'Finneran', 'role': 'cast'}, {'first_name': 'Alonzo', 'last_name': 'Ward', 'role': 'cast'}, {'first_name': 'Dustin', 'last_name': 'Lewis', 'role': 'cast'}, {'first_name': 'Jennifer Pierce', 'last_name': 'Mathus', 'role': 'cast'}, {'first_name': 'Uriah', 'last_name': 'Shelton', 'role': 'cast'}, {'first_name': 'Melissa', 'last_name': 'Collazo', 'role': 'cast'}]"
Friday the 13th|A group of camp counselors trying to reopen a summer camp called Crystal Lake, which has a grim past, are stalked by a mysterious killer.|R|1980-05-09|95|https://m.media-amazon.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['summer', 'serial killer', 'summer camp', 'slasher', 'first of series']|tt0080761|[{'first_name': 'Sean S.', 'last_name': 'Cunningham', 'role': 'director'}, {'first_name': 'Betsy', 'last_name': 'Palmer', 'role': 'cast'}, {'first_name': 'Adrienne', 'last_name': 'King', 'role': 'cast'}, {'first_name': 'Jeannine', 'last_name': 'Taylor', 'role': 'cast'}, {'first_name': 'Robbi', 'last_name': 'Morgan', 'role': 'cast'}, {'first_name': 'Kevin', 'last_name': 'Bacon', 'role': 'cast'}, {'first_name': 'Harry', 'last_name': 'Crosby', 'role': 'cast'}, {'first_name': 'Laurie', 'last_name': 'Bartram', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Nelson', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Brouwer', 'role': 'cast'}, {'first_name': 'Rex', 'last_name': 'Everhart', 'role': 'cast'}, {'first_name': 'Ronn', 'last_name': 'Carroll', 'role': 'cast'}, {'first_name': 'Ron', 'last_name': 'Millkie', 'role': 'cast'}, {'first_name': 'Walt', 'last_name': 'Gorney', 'role': 'cast'}, {'first_name': 'Willie', 'last_name': 'Adams', 'role': 'cast'}, {'first_name': 'Debra S.', 'last_name': 'Hayes', 'role': 'cast'}]
Friday the 13th Part 2|Five years after the events of the first film, a summer camp next to the infamous Camp Crystal Lake is preparing to open, but the legend of Jason is weighing heavy on the proceedings.|R|1981-05-01|87|https://m.media-amazon.com/images/M/MV5BYTZmMjk1ZjAtZjg0Yy00MWIyLWI5NmYtMThlYmU3NTc2NzdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['pitchfork', 'ice pick', 'slasher', 'timeframe 1980s', 'serial killer']|tt0082418|[{'first_name': 'Steve', 'last_name': 'Miner', 'role': 'director'}, {'first_name': 'Amy', 'last_name': 'Steel', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Furey', 'role': 'cast'}, {'first_name': 'Adrienne', 'last_name': 'King', 'role': 'cast'}, {'first_name': 'Kirsten', 'last_name': 'Baker', 'role': 'cast'}, {'first_name': 'Stuart', 'last_name': 'Charno', 'role': 'cast'}, {'first_name': 'Warrington', 'last_name': 'Gillette', 'role': 'cast'}, {'first_name': 'Walt', 'last_name': 'Gorney', 'role': 'cast'}, {'first_name': 'Marta', 'last_name': 'Kober', 'role': 'cast'}, {'first_name': 'Tom', 'last_name': 'McBride', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Randolph', 'role': 'cast'}, {'first_name': 'Lauren-Marie', 'last_name': 'Taylor', 'role': 'cast'}, {'first_name': 'Russell', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Betsy', 'last_name': 'Palmer', 'role': 'cast'}, {'first_name': 'Cliff', 'last_name': 'Cudney', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Marks', 'role': 'cast'}]
Friday the 13th|A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.|R|2009-02-13|97|https://m.media-amazon.com/images/M/MV5BMTQ5ODI5NTMzN15BMl5BanBnXkFtZTcwNzY4MTYxMg@@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['sex scene', 'crystal lake new jersey', 'slasher', 'campfire', 'wakeboarding']|tt0758746|[{'first_name': 'Marcus', 'last_name': 'Nispel', 'role': 'director'}, {'first_name': 'Jared', 'last_name': 'Padalecki', 'role': 'cast'}, {'first_name': 'Danielle', 'last_name': 'Panabaker', 'role': 'cast'}, {'first_name': 'Amanda', 'last_name': 'Righetti', 'role': 'cast'}, {'first_name': 'Travis Van', 'last_name': 'Winkle', 'role': 'cast'}, {'first_name': 'Aaron', 'last_name': 'Yoo', 'role': 'cast'}, {'first_name': 'Derek', 'last_name': 'Mears', 'role': 'cast'}, {'first_name': 'Jonathan', 'last_name': 'Sadowski', 'role': 'cast'}, {'first_name': 'Julianna', 'last_name': 'Guill', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Feldman', 'role': 'cast'}, {'first_name': 'Arlen', 'last_name': 'Escarpeta', 'role': 'cast'}, {'first_name': 'Ryan', 'last_name': 'Hansen', 'role': 'cast'}, {'first_name': 'Willa', 'last_name': 'Ford', 'role': 'cast'}, {'first_name': 'Nick', 'last_name': 'Mennell', 'role': 'cast'}, {'first_name': 'America', 'last_name': 'Olivo', 'role': 'cast'}, {'first_name': 'Kyle', 'last_name': 'Davis', 'role': 'cast'}]
Gerald's Game|A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.|TV-MA|2017-09-29|103|https://m.media-amazon.com/images/M/MV5BMzg0NGE0N2MtYTg1My00NTBkLWI5NjEtZTgyMDA0MTU4MmIyXkEyXkFqcGdeQXVyMTU2NTcyMg@@._V1_.jpg|||['Drama', 'Horror', 'Thriller']|['based on novel', 'fight for survival', 'survival', 'hallucination', 'childhood trauma']|tt3748172|[{'first_name': 'Mike', 'last_name': 'Flanagan', 'role': 'director'}, {'first_name': 'Carla', 'last_name': 'Gugino', 'role': 'cast'}, {'first_name': 'Bruce', 'last_name': 'Greenwood', 'role': 'cast'}, {'first_name': 'Chiara', 'last_name': 'Aurelia', 'role': 'cast'}, {'first_name': 'Carel', 'last_name': 'Struycken', 'role': 'cast'}, {'first_name': 'Henry', 'last_name': 'Thomas', 'role': 'cast'}, {'first_name': 'Kate', 'last_name': 'Siegel', 'role': 'cast'}, {'first_name': 'Adalyn', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Bryce', 'last_name': 'Harper', 'role': 'cast'}, {'first_name': 'Gwendolyn', 'last_name': 'McCann', 'role': 'cast'}, {'first_name': 'Jamie', 'last_name': 'Flanagan', 'role': 'cast'}, {'first_name': 'Dori', 'last_name': 'Lumpkin', 'role': 'cast'}, {'first_name': 'Natalie', 'last_name': 'Roers', 'role': 'cast'}, {'first_name': 'Nikia', 'last_name': 'Reynolds', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Riales', 'role': 'cast'}, {'first_name': 'Chuck', 'last_name': 'Borden', 'role': 'cast'}]
Get Out|A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.|R|2017-02-24|104|https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['hypnosis', 'racism', 'neurosurgeon', 'abduction', 'african american']|tt5052448|[{'first_name': 'Jordan', 'last_name': 'Peele', 'role': 'director'}, {'first_name': 'Daniel', 'last_name': 'Kaluuya', 'role': 'cast'}, {'first_name': 'Allison', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Catherine', 'last_name': 'Keener', 'role': 'cast'}, {'first_name': 'Bradley', 'last_name': 'Whitford', 'role': 'cast'}, {'first_name': 'Caleb Landry', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Marcus', 'last_name': 'Henderson', 'role': 'cast'}, {'first_name': 'Betty', 'last_name': 'Gabriel', 'role': 'cast'}, {'first_name': 'LaKeith', 'last_name': 'Stanfield', 'role': 'cast'}, {'first_name': 'Stephen', 'last_name': 'Root', 'role': 'cast'}, {'first_name': 'Lil Rel', 'last_name': 'Howery', 'role': 'cast'}, {'first_name': 'Ashley LeConte', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Wilmot', 'role': 'cast'}, {'first_name': 'Caren L.', 'last_name': 'Larkey', 'role': 'cast'}, {'first_name': 'Julie Ann', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Rutherford', 'last_name': 'Cravens', 'role': 'cast'}]
